id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2575004,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,10,"- Deswegen muss man es ja nicht weiterführen, und vor allen Dingen kann man es inzwischen auch verbessern. - Das wird ja demnächst ausgeschrieben.",data/txt/17144.txt,speech,spd
2575005,144,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,11,Dann seid ihr auch für Ausschreibung?,data/txt/17144.txt,poi,fdp
2575006,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,12,"Dann kann man schauen, ob man eine Lösung findet, die nicht ein Viertel der Einnahmen verschlingt. Sollte man eine Pkw-Maut einführen, müsste man darauf achten, welches System man wählt. Jedenfalls gilt hier wie auch bei den anderen Dingen: Viel wurde angekündigt, kommen wird nichts.

Schauen wir uns die Pläne für die Verwendung der 1 Milliarde Euro an. Sie wollen 600 Millionen Euro für die Straße, 300 Millionen Euro für die Wasserstraße und 100 Millionen Euro für die Schiene ausgeben.",data/txt/17144.txt,speech,spd
2575007,144,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,13,Zusätzlich!,data/txt/17144.txt,poi,fdp
2575008,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,14,"- Zusätzlich. - Das ist gut, aber schöner wäre es gewesen, wenn Sie es so gemacht hätten wie wir Sozialdemokraten, wenn Sie es verstetigt hätten. Dauerhaft 1 Milliarde Euro mehr wäre sinnvoll. Das würde nicht alle Probleme lösen, aber vieles wäre zumindest vernünftig planbar.",data/txt/17144.txt,speech,spd
2575009,144,17,0,,,,15,Beifall bei der SPD,data/txt/17144.txt,poi,
2575010,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,16,"Man muss auch gegenüberstellen, dass bei der Schiene 100 Millionen Euro landen und im Bereich der Straße 600 Millionen Euro.",data/txt/17144.txt,speech,spd
2575011,144,17,0,Patrick Döring [FDP],Patrick Döring,patrick-doring,17,Das ist sachgerecht!,data/txt/17144.txt,poi,fdp
2575012,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,18,"Uns erfreut wirklich - das muss ich einfach sagen -, dass bezüglich des Nord-Ostsee-Kanals der Druck aus Schleswig-Holstein, der Druck der Lotsen und der Reeder und die Vernunft am Ende doch gesiegt haben und Sie das Geld, das Sie aus den Titeln für den Nord-Ostsee-Kanal gestrichen hatten, zumindest teilweise wieder eingestellt haben und dass Sie jetzt die fünfte Schleuse in Brunsbüttel bauen werden, die wir hier lange gefordert haben. Ich weiß, das ist vor allem dem Wahlkampf geschuldet.",data/txt/17144.txt,speech,spd
2575013,144,17,0,Georg Schirmbeck [CDU/CSU],Georg Schirmbeck,georg-schirmbeck,19,Hallo? Jetzt wird es komisch!,data/txt/17144.txt,poi,cducsu
2575014,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,20,"Trotzdem ist es immer schön, wenn dies von Überzeugung getragen ist. Ich finde das begrüßenswert.",data/txt/17144.txt,speech,spd
2575015,144,17,0,,,,21,Beifall bei der SPD,data/txt/17144.txt,poi,
2575016,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,22,"Wir alle wissen, dass das nur ein Anfang sein kann. Wir haben ein Gesamtkonzept für den Nord-Ostsee-Kanal vorgelegt. Sie haben sich jetzt nur ein Teilchen herausgepickt. Ich weiß nicht, ob Sie mit nur einem Teil glücklich werden. Am Ende braucht man beim Gesamtkonzept alles. 1,2 Milliarden Euro haben wir dafür veranschlagt. Ihr Staatssekretär sprach sogar von 1,25 Milliarden Euro. Ich bin gespannt, wie Sie die restlichen 950 Millionen Euro veranschlagen und woher sie kommen werden. Gefunden habe ich sie noch nicht. Vielleicht wird sich das ja im nächsten Jahr ändern. Das wäre wünschenswert für die Menschen am Kanal, für den Hamburger Hafen, für diejenigen, die davon leben. Ich würde es gut finden.

Thema Bahndividende. Bei der Bahndividende wird einem Unternehmen ein Gewinn abverlangt; diesen muss das Unternehmen zahlen. Er wird über Jahre vorher festgeschrieben, obwohl man ja noch gar nicht weiß, wie groß der Gewinn sein wird. Das ist schon an sich eine komische Veranstaltung.",data/txt/17144.txt,speech,spd
2575017,144,17,0,Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN],Sven-Christian Kindler,sven-christian-kindler,23,Das alles ist eine komische Veranstaltung!,data/txt/17144.txt,poi,gruene
2575018,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,24,"Damit wollten Sie einen Finanzierungskreislauf Schiene aufmachen. Nun haben wir im Haushaltsausschuss eine Vorlage bekommen, auf der steht: Gewinnausschüttung Deutsche Bahn, Kapitel fällt weg. - Das Geld geht, wie uns mitgeteilt wurde - wir haben gestaunt -, an das Bundesministerium der Verteidigung - was sage ich da? -, an das Finanzministerium - man merkt dann doch meine Leidenschaft -",data/txt/17144.txt,speech,spd
2575019,144,17,0,,,,25,Heiterkeit,data/txt/17144.txt,poi,
2575020,144,17,0,Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN],Sven-Christian Kindler,sven-christian-kindler,26,"Weil bei der Bundeswehr nicht gespart wird, Johannes!",data/txt/17144.txt,poi,gruene
2575021,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,27,und nicht an Ihr Haus. Damit ist Ihr Finanzierungskreislauf Schiene geplatzt.,data/txt/17144.txt,speech,spd
2575022,144,17,0,Gustav Herzog [SPD],Gustav Herzog,gustav-herzog,28,So ist es!,data/txt/17144.txt,poi,spd
2575023,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,29,Das ist peinlich.,data/txt/17144.txt,speech,spd
2575024,144,17,0,Sören Bartol [SPD],Sören Bartol,soren-bartol,30,Überpeinlich!,data/txt/17144.txt,poi,spd
2575025,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,31,"Sie kommen hierher und sagen: Wir haben ein Konzept für einen Finanzierungskreislauf Straße und ähnliche Konzepte betreffend Schiene und Wasserstraße. Bei der Straße kann man ja einmal darüber diskutieren, wie sinnstiftend das ist, was Sie da tun. Bei der Schiene ist es jetzt gestorben. Ich glaube nicht, dass Sie bei der Wasserstraße überhaupt anfangen werden. Das wäre wirklich unsinnig.",data/txt/17144.txt,speech,spd
2575026,144,17,0,Sören Bartol [SPD],Sören Bartol,soren-bartol,32,So ist es!,data/txt/17144.txt,poi,spd
2575027,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,33,"Wir haben eine weitere Vorlage bekommen, die uns erstaunt hat. Als schlichter Haushälter ist man Tischvorlagen nicht gewohnt, auf denen unter Bemerkungen steht: Nach kürzlich erfolgter Feststellung des Eisenbahn-Bundesamtes auf Grundlage von Berechnungen der DB AG erhöhen sich die voraussichtlich zuwendungsfähigen Kosten der Neubaustrecke Wendlingen-Ulm für den Bund um rund 940 Millionen Euro. - Das ist als Tischvorlage etwas seltsam. Wir im Haushaltsausschuss waren schwer überrascht und haben gefragt, warum man das nicht vorher in Berichterstattergesprächen hätte besprechen können; man trifft sich ja häufiger. Die Antwort war: Das ist erst kurzfristig festgestellt worden. - Kollege Beckmeyer hat dann jedoch einen Brief vom Sommer 2010 gefunden, in dem Sie das schon angekündigt hatten. Das ist jetzt anderthalb Jahre her. Deswegen waren wir ziemlich entsetzt. Ich glaube, dass man so nicht damit umgehen kann und dass Sie zu Ihrer Entschuldigung nicht einfach behaupten können, das sei Ihnen nicht vorgelegt worden.

In aller Kürze und abschließend: Die Elbvertiefung muss und wird kommen. Sie kümmern sich hoffentlich auch um Otterndorf. Das UNESCO-Weltkulturerbe-Programm lassen Sie leider auslaufen. Sie stellen kein Geld mehr für Quedlinburg, für das Mittelrheintal, für Lübeck, die Wartburg und die Berliner Museumsinsel zur Verfügung. Das ist schändlich, nicht bürgerlich und dieser Koalition nicht angemessen. Unsere Anträge, in denen wir gefordert haben, das sinnvolle Programm fortzuführen, haben Sie nicht davon abgehalten, es nicht fortzuführen. Das ist schade und bedauerlich. Ich hoffe, Sie zeigen irgendwann Einsicht.

Schönen Tag noch.",data/txt/17144.txt,speech,spd
2575028,144,17,0,,,,34,Beifall bei der SPD,data/txt/17144.txt,poi,
2575029,144,17,0,Johannes Kahrs (SPD),Johannes Kahrs,johannes-kahrs,35,,data/txt/17144.txt,speech,spd
2575030,144,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,36,Bartholomäus Kalb ist der nächste Redner für die CDU/CSU-Fraktion.,data/txt/17144.txt,chair,
2575031,144,17,0,,,,37,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
2575032,144,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,38,,data/txt/17144.txt,chair,
2575033,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,39,"Herr Präsident! Meine sehr verehrten Kolleginnen und Kollegen! Morgenstund hat Gold im Mund; daher haben wir schon fröhlich begonnen.

Zu Beginn möchte ich, wie es auch mein Vorredner getan hat, Frau Kollegin Dr. Winterstein, dem Hauptberichterstatter Roland Claus, dem Kollegen Kahrs und dem Kollegen Sven Kindler für die gute Zusammenarbeit bei der Arbeit an diesem Haushalt ganz herzlich danken. Herzlichen Dank auch an den Minister, seine Staatssekretäre und die Mitarbeiter des Hauses, die sehr konstruktiv und gut mit uns zusammengearbeitet haben. Ich denke, dass diese gute Zusammenarbeit dazu beigetragen hat, dass wir heute einen insgesamt guten Verkehrsetat verabschieden können.

Mit einem Volumen von rund 26 Milliarden Euro und einem Investitionsvolumen von rund 13,2 Milliarden Euro ist der Verkehrsetat der Investitionshaushalt des Bundes schlechthin. In diesem Bereich gibt es nur wenige gesetzlich gebundene Ausgaben, also einen hohen disponiblen Anteil. Deswegen gestalten sich natürlich die Beratungen entsprechend arbeitsaufwendig und sehr intensiv. Wir haben einen hohen Beratungsbedarf, weil es in diesem Bereich um Kernanliegen unserer Gesellschaft und unseres Landes geht, nämlich um die Fragen: Wie gestalten wir die Infrastruktur in unserem Lande? Wie können wir die Infrastruktur, die gerade für eine moderne Volkswirtschaft die Grundvoraussetzung ist, um überhaupt funktionieren zu können, in unserem Lande verbessern?

Wir wissen, dass unsere Wirtschaft immer arbeitsteiliger wird. Umso wichtiger ist, dass wir ein hohes Maß an Mobilität garantieren und eine moderne Logistik gewährleisten können; denn sonst würde eine moderne, arbeitsteilige Wirtschaft nicht funktionieren können.",data/txt/17144.txt,speech,cducsu
2575034,144,17,0,,,,40,Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP,data/txt/17144.txt,poi,
2575035,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,41,"Meine sehr verehrten Damen und Herren, es ist nicht damit getan, wie es insbesondere von den Grünen immer wieder gefordert wird, sich zu verweigern und keine neuen Infrastrukturmaßnahmen mehr durchzuführen. Ganz im Gegenteil: Wir brauchen moderne Infrastruktur und Verkehrswege. Das ist auch im Interesse der Menschen. Wir werden mit sehr vielen Wünschen bombardiert: nach Ortsumgehungen, nach Entlastungsstraßen und nach Maßnahmen zur Stauvermeidung. Diesen Anliegen wollen wir mit diesem Etat, zumindest teilweise, verstärkt Rechnung tragen.

Wichtig ist vor allen Dingen eines: Wir müssen dafür sorgen, dass das jeweilige Verkehrsbedürfnis durch den jeweils richtigen Verkehrsträger bewältigt werden kann. So sorgen wir für eine Optimierung, aber nicht durch Verweigerung.",data/txt/17144.txt,speech,cducsu
2575036,144,17,0,,,,42,Beifall der Abg. Dirk Fischer [Hamburg] [CDU/ CSU] und Sebastian Körber [FDP],data/txt/17144.txt,poi,
2575037,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,43,"Im Übrigen ist das auch ökologisch vernünftig.

Wir brauchen in dieser unserer Gesellschaft, wie ich schon gesagt habe, eine leistungsfähige Verkehrsinfrastruktur. Ich füge hinzu: Wir brauchen auch eine Datenkommunikationsinfrastruktur. Das ist zwar nicht Gegenstand dieses Haushalts, gehört aber dazu.

Wir müssen unsere Effizienz und Leistungsfähigkeit insgesamt steigern, insbesondere vor dem Hintergrund der demografischen Entwicklung. Da die Zahl der erwerbsfähigen Personen in wenigen Jahrzehnten um mehr als 11 Millionen sinkt - die Zahl der Erwerbsfähigen wird in den nächsten 30 Jahren von derzeit 49,8 Millionen auf 38,4 Millionen, also um 11,4 Millionen, zurückgehen -, müssen wir insgesamt leistungsfähiger werden. Da wir gestern den Etat des Bundesforschungsministeriums beraten haben, sage ich: Wir brauchen Bildung und Forschung, aber auch eine leistungsfähige, hocheffiziente Verkehrsinfrastruktur.",data/txt/17144.txt,speech,cducsu
2575038,144,17,0,,,,44,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
2575039,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,45,"Das sind keine Gegensätze, sondern das gehört zusammen, wenn wir auch in der Zukunft in der Lage sein wollen, unseren Wohlstand, das notwendige Bruttoinlandsprodukt zu erwirtschaften und damit auch die Einkommen der Menschen, das Volkseinkommen zu sichern, aber auch die sozialen Sicherungssysteme stabil zu halten.

Dankenswerterweise hat Kollege Kahrs schon darauf hingewiesen, dass wir uns im Rahmen des Haushaltsverfahrens bemüht haben, die Ausgaben für die Verkehrsinfrastruktur um 1 Milliarde Euro zu erhöhen. Wir haben uns nicht nur bemüht, sondern es ist uns auch gelungen. Hier möchte ich zuallererst den Fraktionsspitzen der Koalitionsfraktionen, Volker Kauder, Rainer Brüderle und Gerda Hasselfeldt, ganz herzlich danken, dass sie in der Koalitionsrunde den Weg dafür geebnet haben. Wir haben dann gerne versucht, das entsprechend umzusetzen.",data/txt/17144.txt,speech,cducsu
2575040,144,17,0,,,,46,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
2575041,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,47,"Für den Bereich der Bundesfernstraßen stehen uns für 2012 insgesamt 400 Millionen Euro mehr an Barmitteln und für 2013 200 Millionen an Verpflichtungsermächtigungen zur Verfügung. Wir wollen, dass hier in der Breite angesetzt wird, dass laufende Maßnahmen zügig weitergeführt und dass kleinteilig neue Maßnahmen schnell in Angriff genommen werden können.

Bei den Bundeswasserstraßen haben wir eine andere Aufteilung. Hier ging und geht es uns gemeinsam vor allen Dingen darum - Herr Kollege Koppelin, das war insbesondere Ihr Anliegen, aber auch das meiner norddeutschen Kollegen aus der CDU und der Frau Kollegin Dr. Winterstein -, den Bau der Schleuse Brunsbüttel in Angriff nehmen zu können, damit der Nord-Ostsee-Kanal auch in Zukunft seine Aufgaben erfüllen kann.",data/txt/17144.txt,speech,cducsu
2575042,144,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,48,"Weißt du überhaupt, wo der ist?",data/txt/17144.txt,poi,spd
2575043,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,49,"Wie Sie unschwer erkennen können, bin ich ein Süddeutscher, ein Bayer. Aber wenn wir sehen, dass solche Maßnahmen von nationaler, von gesamtstaatlicher Bedeutung sind, dann muss das Notwendige einfach getan werden.",data/txt/17144.txt,speech,cducsu
2575044,144,17,0,,,,50,Beifall bei der CDU/CSU und der FDP sowie bei Abgeordneten der SPD,data/txt/17144.txt,poi,
2575045,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,51,"Es können dann die Zeiten kommen, wo es beispielsweise um den Zulauf zum Brennerbasistunnel geht. Dafür müssten dann verstärkt Maßnahmen im süddeutschen Raum durchgeführt werden. Auch das wird dann im gesamtdeutschen und im gesamteuropäischen Interesse sein. Ich denke, wir sollten die Dinge nicht nur durch die lokale Brille sehen, sondern wir tragen Verantwortung für das ganze Land. Wenn solche Notwendigkeiten vorhanden sind, dann müssen wir diesen auch Rechnung tragen.",data/txt/17144.txt,speech,cducsu
2575046,144,17,0,,,,52,Beifall bei der CDU/CSU und der FDP sowie des Abg. Johannes Kahrs [SPD],data/txt/17144.txt,poi,
2575047,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,53,"Ebenso wollen wir bei den Bahnhöfen einiges tun. Das Stichwort Barrierefreiheit sei hier angesprochen.

Wir müssen die Mittel, die wir haben, sehr effizient einsetzen. Es geht - das ist schon erwähnt worden - um den Finanzierungskreislauf Straße. Wir werden schauen müssen, wie wir hier das Instrumentarium der VIFG, der Verkehrsinfrastrukturfinanzierungsgesellschaft, noch verbessern können. Auch da gehen unsere Überlegungen weiter. Wir konnten - das soll nicht unterschlagen werden - auch bei der Städtebauförderung Verbesserungen vornehmen, sodass für das Jahr 2012 wieder das Niveau des Jahres 2011 mit einem Verfügungsrahmen von 455 Millionen erreicht werden kann.",data/txt/17144.txt,speech,cducsu
2575048,144,17,0,Sven-Christian Kindler [BÜNDNIS 90/DIE GRÜNEN],Sven-Christian Kindler,sven-christian-kindler,54,Viel zu wenig!,data/txt/17144.txt,poi,gruene
2575049,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,55,"Ich bin sehr froh darüber, dass sich die KfW in der Lage sieht - vor zwei Tagen haben wir die Mitteilung bekommen -, das Programm Altersgerecht Umbauen aus eigener Anstrengung fortzuführen. Ich denke, das ist ein sehr gutes Zeichen. Daran sieht man, dass unsere bundeseigenen Einrichtungen so arbeiten, dass es den Menschen und der Wirtschaft im Lande zugutekommt und dass Gewinne nicht irgendwohin transferiert werden.

Ich erinnere an die weiteren Verbesserungen bei der Seeschifffahrt. Gleiches gilt für die Planstellen für das Bundesamt für Seeschifffahrt und Hydrographie, damit die Planungen für die Offshoreanlagen entsprechend schnell durchgezogen werden können.

Das CO2-Gebäudesanierungsprogramm wird nicht mehr in unserem Einzelplan abgebildet, sondern im Energie- und Klimafonds.",data/txt/17144.txt,speech,cducsu
2575050,144,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,56,Unterfinanziert!,data/txt/17144.txt,poi,spd
2575051,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,57,"Aber eines will ich in diesem Zusammenhang sagen: Wir haben vorgesehen, dass wir die Maßnahmen zur CO2-Gebäudesanierung um eine steuerliche Komponente erweitern, die aus meiner Sicht absolut vernünftig ist. Die Länder verweigern sich.",data/txt/17144.txt,speech,cducsu
2575052,144,17,0,Sören Bartol [SPD],Sören Bartol,soren-bartol,58,Ihr verweigert euch!,data/txt/17144.txt,poi,spd
2575053,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,59,"- Die SPD-geführten Länder weigern sich, mitzumachen. Sie verweigern aber nicht die Mehreinnahmen, die sie dadurch erhalten, dass wir eine Vielzahl von Maßnahmen zur Überwindung der Wirtschaftskrise ergriffen haben, die die Verbesserung der Einnahmen bei Bund, Ländern und Gemeinden herbeigeführt haben.",data/txt/17144.txt,speech,cducsu
2575054,144,17,0,,,,60,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
2575055,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,61,"Hier sollte man sich stärker in der gemeinsamen Verantwortung sehen. Es gibt eine große Kluft zwischen dem Fordern und dem Erfüllen von Aufgaben. Ich meine, hier handeln die Länder nicht fair.",data/txt/17144.txt,speech,cducsu
2575056,144,17,0,Bärbel Höhn [BÜNDNIS 90/DIE GRÜNEN],Bärbel Höhn,barbel-hohn,62,Sie haben doch gar keinen Vorschlag gemacht! Sie verweigern sich doch!,data/txt/17144.txt,poi,gruene
2575057,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,63,"- Nein, Frau Kollegin Höhn. Der Bund soll immer alles richten. Wenn irgendwo ein Problem auftritt, dann wird nach dem Bund geschrien. Die Windfall Profits, die sich daraus ergeben, streichen die anderen gerne ein, aber sie machen sich sofort vom Acker, wenn es darum geht, ihrer Pflicht gerecht zu werden.",data/txt/17144.txt,speech,cducsu
2575058,144,17,0,,,,64,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
2575059,144,17,0,Bärbel Höhn [BÜNDNIS 90/DIE GRÜNEN],Bärbel Höhn,barbel-hohn,65,Das stimmt doch gar nicht!,data/txt/17144.txt,poi,gruene
2575060,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,66,"Man sollte nicht so laut dazwischenrufen, wenn man selber nichts zur Lösung der Probleme beiträgt und der Bundesrat offensichtlich mit der Mehrheit der SPD-geführten Länder alles, was vernünftig ist, blockiert.",data/txt/17144.txt,speech,cducsu
2575061,144,17,0,Johannes Kahrs [SPD],Johannes Kahrs,johannes-kahrs,67,"Lass dich nicht aus dem Konzept bringen, Barthel!",data/txt/17144.txt,poi,spd
2575062,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,68,"Ich will noch eines ansprechen. Als ich heute aus dem Bett gefallen bin,",data/txt/17144.txt,speech,cducsu
2575063,144,17,0,,,,69,Heiterkeit,data/txt/17144.txt,poi,
2575064,144,17,0,Bartholomäus Kalb (CDU/CSU),Bartholomäus Kalb,bartholomaus-kalb,70,"habe ich mir die Morgennachrichten angeschaut. Darin wurde gemeldet, dass wir heute die abschließende Beratung des Bundeshaushalts 2012 durchführen und dass die Neuverschuldung auf 26,1 Milliarden Euro steigt. Diese Meldung ist objektiv falsch.",data/txt/17144.txt,speech,cducsu
2575065,144,17,0,,,,71,Beifall bei der CDU/CSU und der FDP,data/txt/17144.txt,poi,
